run,example_id,condition,n_words,n_ref_tokens,distinct_3,max_repeat_run,top_trigram_share,unclosed_think,ppl,hit_token_cap,logged_degenerate_flag,think_fail,distinct_fail,repeat_fail,ppl_fail,coherent
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-234820,steered_pos,104,122,1.0,1,0.0098,0,3.35,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-373694,steered_pos,37,45,1.0,1,0.0286,0,7.945,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-258095,steered_pos,44,66,1.0,1,0.0238,0,24.231,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-199040,steered_pos,65,75,1.0,1,0.0159,0,7.497,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-440301,steered_pos,182,236,0.9944,1,0.0111,0,4.079,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-437647,steered_pos,100,124,0.9592,1,0.0204,0,5.063,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-356895,steered_pos,109,150,0.9907,1,0.0187,0,4.237,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-103722,steered_pos,98,135,0.9583,1,0.0208,0,2.766,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-482375,steered_pos,53,69,0.9804,1,0.0392,0,9.427,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-71773,steered_pos,281,351,0.9534,1,0.0143,0,3.388,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-7315,steered_pos,308,512,0.9706,1,0.0098,0,2.62,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-375308,steered_pos,164,208,0.9938,1,0.0123,0,4.579,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-438434,steered_pos,254,341,0.9087,1,0.0476,0,4.2,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-358159,steered_pos,53,80,0.9804,1,0.0392,0,4.158,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-377767,steered_pos,153,202,0.9603,1,0.0132,0,4.85,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-361285,steered_pos,20,24,1.0,1,0.0556,0,20.116,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-347246,steered_pos,77,92,0.9867,1,0.0267,0,4.79,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-453827,steered_pos,74,98,1.0,1,0.0139,0,11.565,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-609998,steered_pos,272,335,0.9852,1,0.0074,0,3.925,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-631926,steered_pos,147,180,0.9931,1,0.0138,0,5.857,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-401738,steered_pos,215,302,0.9671,1,0.0094,0,4.12,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-27409,steered_pos,25,28,1.0,1,0.0435,0,25.188,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-86363,steered_pos,138,173,1.0,1,0.0074,0,9.37,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-526183,steered_pos,130,159,0.9922,1,0.0156,0,5.529,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-369558,steered_pos,63,85,1.0,1,0.0164,0,11.644,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-130025,steered_pos,175,226,1.0,1,0.0058,0,5.218,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-634774,steered_pos,82,112,1.0,1,0.0125,0,7.361,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-364345,steered_pos,94,119,1.0,1,0.0109,0,5.338,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-516207,steered_pos,192,299,0.9947,1,0.0105,0,3.771,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-258329,steered_pos,57,67,1.0,1,0.0182,0,3.522,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-394849,steered_pos,204,272,0.995,1,0.0099,0,3.893,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-296546,steered_pos,85,99,0.988,1,0.0241,0,5.584,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-35240,steered_pos,34,47,0.9375,1,0.0625,0,11.122,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-193714,steered_pos,69,89,1.0,1,0.0149,0,11.44,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-8855,steered_pos,398,512,0.9773,1,0.0076,0,3.048,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-263840,steered_pos,54,62,1.0,1,0.0192,0,18.317,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-521375,steered_pos,80,88,1.0,1,0.0128,0,9.397,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-485225,steered_pos,276,322,0.9708,1,0.0109,0,4.329,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-388605,steered_pos,314,457,0.984,1,0.0064,0,2.846,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-339228,steered_pos,42,58,1.0,1,0.025,0,7.768,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-566895,steered_pos,49,64,1.0,1,0.0213,0,9.06,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-194644,steered_pos,107,130,1.0,1,0.0095,0,15.879,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-312729,steered_pos,86,102,1.0,1,0.0119,0,6.813,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-295888,steered_pos,157,261,1.0,1,0.0065,0,5.067,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-249036,steered_pos,83,104,1.0,1,0.0123,0,4.813,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-473106,steered_pos,76,88,1.0,1,0.0135,0,7.806,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-25351,steered_pos,41,53,0.9744,1,0.0513,0,11.063,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-591596,steered_pos,372,471,0.9568,1,0.0054,0,3.426,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-383960,steered_pos,52,73,1.0,1,0.02,0,7.143,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-24133,steered_pos,426,512,0.9481,1,0.0071,0,2.854,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-194934,steered_pos,60,80,1.0,1,0.0172,0,5.225,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-278436,steered_pos,350,444,0.9799,1,0.0086,0,4.016,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-153970,steered_pos,92,132,0.9778,1,0.0222,0,5.066,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-467113,steered_pos,60,77,1.0,1,0.0172,0,7.28,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-632326,steered_pos,43,60,1.0,1,0.0244,0,12.269,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-609745,steered_pos,399,512,0.995,1,0.005,0,4.101,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-567597,steered_pos,214,340,0.9858,1,0.0094,0,4.057,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-554044,steered_pos,99,127,1.0,1,0.0103,0,3.985,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-518857,steered_pos,96,122,1.0,1,0.0106,0,9.316,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-60142,steered_pos,122,136,0.9833,1,0.0167,0,5.205,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-370658,steered_pos,58,77,1.0,1,0.0179,0,5.966,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-604379,steered_pos,178,243,0.9773,1,0.0114,0,3.473,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-144658,steered_pos,44,55,0.9762,1,0.0476,0,8.475,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-408789,steered_pos,64,80,1.0,1,0.0161,0,16.399,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-463850,steered_pos,118,148,0.9828,1,0.0172,0,5.127,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-539043,steered_pos,259,377,0.9689,1,0.0078,0,6.211,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-386525,steered_pos,83,114,1.0,1,0.0123,0,5.23,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-295832,steered_pos,223,402,0.9457,1,0.0181,0,4.963,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-348827,steered_pos,33,42,1.0,1,0.0323,0,9.501,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-75097,steered_pos,283,433,0.9822,1,0.0071,0,2.543,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-116340,steered_pos,75,93,1.0,1,0.0137,0,6.666,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-594336,steered_pos,413,512,0.9489,1,0.0097,0,3.573,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-385637,steered_pos,447,512,0.9573,1,0.0112,0,2.595,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-333381,steered_pos,56,71,1.0,1,0.0185,0,13.886,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-243482,steered_pos,306,371,0.9803,1,0.0066,0,3.161,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-503748,steered_pos,398,512,0.9823,1,0.0076,0,2.786,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-522099,steered_pos,26,28,1.0,1,0.0417,0,30.769,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-606016,steered_pos,127,178,1.0,1,0.008,0,9.053,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-368130,steered_pos,80,102,1.0,1,0.0128,0,7.207,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-359302,steered_pos,416,512,0.9348,1,0.0097,0,3.057,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-610726,steered_pos,85,110,1.0,1,0.012,0,6.186,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-519816,steered_pos,415,512,0.9879,1,0.0073,0,2.919,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-565963,steered_pos,36,46,1.0,1,0.0294,0,8.825,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-559862,steered_pos,48,70,1.0,1,0.0217,0,9.493,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-371868,steered_pos,113,135,1.0,1,0.009,0,8.829,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-434633,steered_pos,64,74,1.0,1,0.0161,0,7.908,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-160362,steered_pos,122,148,1.0,1,0.0083,0,3.221,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-387918,steered_pos,122,149,1.0,1,0.0083,0,4.457,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-306662,steered_pos,242,309,0.95,1,0.0083,0,3.703,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-96199,steered_pos,103,138,0.9901,1,0.0198,0,7.588,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-114786,steered_pos,417,512,0.9422,1,0.012,0,2.538,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-613959,steered_pos,46,62,1.0,1,0.0227,0,14.679,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-598529,steered_pos,194,241,1.0,1,0.0052,0,6.583,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-498994,steered_pos,103,125,1.0,1,0.0099,0,4.27,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-328370,steered_pos,113,140,1.0,1,0.009,0,5.889,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-249766,steered_pos,68,80,1.0,1,0.0152,0,6.754,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-203626,steered_pos,42,53,1.0,1,0.025,0,31.38,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-176059,steered_pos,93,108,1.0,1,0.011,0,11.787,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-519176,steered_pos,101,129,1.0,1,0.0101,0,6.489,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-30179,steered_pos,240,339,0.9454,1,0.0126,0,3.964,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-19539,steered_pos,114,142,0.9911,1,0.0179,0,4.243,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-175920,steered_pos,40,48,0.9474,1,0.0526,0,8.805,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-53947,steered_pos,195,256,0.9793,1,0.0104,0,4.337,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-594939,steered_pos,85,102,1.0,1,0.012,0,5.608,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-245958,steered_pos,345,400,0.9504,1,0.0146,0,3.001,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-265924,steered_pos,312,512,0.8806,1,0.0161,0,2.048,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-205406,steered_pos,114,170,0.8304,1,0.0982,0,3.979,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-273875,steered_pos,45,64,1.0,1,0.0233,0,9.456,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-48996,steered_pos,35,42,1.0,1,0.0303,0,12.539,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-302662,steered_pos,115,152,1.0,1,0.0088,0,8.073,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-486783,steered_pos,45,57,1.0,1,0.0233,0,16.495,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-471632,steered_pos,418,512,0.9663,1,0.0072,0,2.903,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-409224,steered_pos,47,60,1.0,1,0.0222,0,8.556,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-61943,steered_pos,119,151,0.9915,1,0.0171,0,5.29,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-76239,steered_pos,56,71,1.0,1,0.0185,0,8.395,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-518174,steered_pos,161,218,0.9874,1,0.0126,0,5.21,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-134785,steered_pos,420,512,0.9258,1,0.0144,0,3.166,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-57904,steered_pos,125,157,0.9593,1,0.0163,0,4.633,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-417246,steered_pos,286,512,0.993,1,0.007,0,2.465,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-220242,steered_pos,64,90,1.0,1,0.0161,0,6.637,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-478381,steered_pos,87,110,1.0,1,0.0118,0,10.952,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-513365,steered_pos,69,85,1.0,1,0.0149,0,3.442,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-157326,steered_pos,77,105,1.0,1,0.0133,0,6.052,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-458503,steered_pos,60,71,0.931,1,0.0345,0,6.75,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-378853,steered_pos,66,81,1.0,1,0.0156,0,13.527,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-10693,steered_pos,72,94,0.9714,1,0.0286,0,7.641,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-195853,steered_pos,78,96,1.0,1,0.0132,0,8.271,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-303525,steered_pos,41,53,0.9744,1,0.0513,0,7.232,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-148396,steered_pos,419,512,0.9952,1,0.0048,0,2.715,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-433897,steered_pos,342,512,0.9941,1,0.0059,0,2.281,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-292353,steered_pos,70,85,1.0,1,0.0147,0,5.051,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-124301,steered_pos,54,75,1.0,1,0.0192,0,10.767,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-574314,steered_pos,268,321,0.9962,1,0.0075,0,2.903,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-612923,steered_pos,57,68,1.0,1,0.0182,0,10.245,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-155128,steered_pos,65,91,1.0,1,0.0159,0,7.107,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-28299,steered_pos,78,95,0.9868,1,0.0263,0,5.502,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-75580,steered_pos,163,248,0.9938,1,0.0124,0,3.834,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-295825,steered_pos,276,467,0.9927,1,0.0073,0,4.365,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-62227,steered_pos,237,303,0.9915,1,0.0085,0,5.246,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-374359,steered_pos,87,107,0.9765,1,0.0235,0,11.498,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-161255,steered_pos,145,172,1.0,1,0.007,0,6.152,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-396757,steered_pos,122,166,1.0,1,0.0083,0,9.414,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-199979,steered_pos,49,67,1.0,1,0.0213,0,7.671,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-583606,steered_pos,422,512,0.9833,1,0.0095,0,3.533,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-579325,steered_pos,77,98,1.0,1,0.0133,0,9.639,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-169935,steered_pos,41,53,1.0,1,0.0256,0,10.465,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-354662,steered_pos,69,81,1.0,1,0.0149,0,7.388,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-413527,steered_pos,76,108,1.0,1,0.0135,0,8.174,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-291217,steered_pos,69,86,1.0,1,0.0149,0,11.697,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-429961,steered_pos,378,512,0.9761,1,0.008,0,2.948,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-314991,steered_pos,285,367,0.9929,1,0.0071,0,5.534,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-314368,steered_pos,245,402,0.9877,1,0.0082,0,3.206,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-560109,steered_pos,65,81,1.0,1,0.0159,0,6.878,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-515381,steered_pos,32,37,1.0,1,0.0333,0,7.45,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-543212,steered_pos,374,512,0.9758,1,0.0081,0,2.482,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-253224,steered_pos,227,267,1.0,1,0.0044,0,4.26,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-286724,steered_pos,58,77,1.0,1,0.0179,0,10.878,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-560892,steered_pos,47,70,1.0,1,0.0222,0,10.048,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-395138,steered_pos,375,512,0.9759,1,0.008,0,3.163,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-382202,steered_pos,93,115,0.989,1,0.022,0,8.765,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-368369,steered_pos,112,147,1.0,1,0.0091,0,5.836,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-460538,steered_pos,54,71,1.0,1,0.0192,0,7.023,0,0,0,0,0,0,1
