run,example_id,condition,n_words,n_ref_tokens,distinct_3,max_repeat_run,top_trigram_share,unclosed_think,ppl,hit_token_cap,logged_degenerate_flag,think_fail,distinct_fail,repeat_fail,ppl_fail,coherent
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-388605,steered_neg,209,281,0.9614,1,0.0145,0,3.016,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-339228,steered_neg,42,61,1.0,1,0.025,0,7.79,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-566895,steered_neg,180,207,0.9888,1,0.0112,0,5.67,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-194644,steered_neg,387,512,0.987,1,0.0104,0,3.991,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-312729,steered_neg,118,150,0.9828,1,0.0172,0,6.288,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-295888,steered_neg,213,323,0.9905,1,0.0095,0,4.798,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-249036,steered_neg,66,85,1.0,1,0.0156,0,4.415,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-473106,steered_neg,69,81,1.0,1,0.0149,0,8.797,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-25351,steered_neg,337,512,0.5343,1,0.0239,0,2.735,1,1,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-591596,steered_neg,448,512,0.9507,1,0.0112,0,3.28,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-383960,steered_neg,103,126,0.9901,1,0.0198,0,6.832,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-24133,steered_neg,441,512,0.959,1,0.0137,0,3.696,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-194934,steered_neg,41,49,1.0,1,0.0256,0,9.268,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-278436,steered_neg,403,512,0.9501,1,0.0075,0,3.542,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-153970,steered_neg,262,336,0.9923,1,0.0077,0,5.221,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-467113,steered_neg,142,238,0.9643,1,0.0214,0,2.657,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-632326,steered_neg,29,41,1.0,1,0.037,0,18.02,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-609745,steered_neg,358,451,0.9775,1,0.0084,0,3.879,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-567597,steered_neg,221,322,0.9863,1,0.0091,0,3.672,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-554044,steered_neg,144,181,1.0,1,0.007,0,3.981,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-518857,steered_neg,164,196,0.9877,1,0.0123,0,5.155,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-60142,steered_neg,106,122,0.9808,1,0.0192,0,8.044,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-370658,steered_neg,92,119,0.9556,1,0.0222,0,9.344,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-604379,steered_neg,201,262,0.9598,1,0.0101,0,3.121,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-144658,steered_neg,84,105,1.0,1,0.0122,0,5.756,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-408789,steered_neg,64,76,1.0,1,0.0161,0,14.478,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-463850,steered_neg,138,164,1.0,1,0.0074,0,4.561,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-539043,steered_neg,217,303,0.9488,1,0.0093,0,6.101,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-386525,steered_neg,124,149,0.9836,1,0.0164,0,4.954,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-295832,steered_neg,8,9,1.0,1,0.1667,0,98.673,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-348827,steered_neg,50,58,1.0,1,0.0208,0,8.697,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-75097,steered_neg,297,420,0.9695,1,0.0068,0,2.317,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-116340,steered_neg,75,93,0.9863,1,0.0274,0,6.422,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-594336,steered_neg,417,512,0.9614,1,0.0096,0,3.263,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-385637,steered_neg,428,512,0.9577,1,0.007,0,2.649,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-333381,steered_neg,96,110,1.0,1,0.0106,0,5.059,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-243482,steered_neg,280,352,0.9676,1,0.0144,0,2.963,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-503748,steered_neg,416,512,0.9686,1,0.0097,0,2.653,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-522099,steered_neg,64,74,1.0,1,0.0161,0,11.108,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-606016,steered_neg,92,130,1.0,1,0.0111,0,13.982,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-368130,steered_neg,85,106,1.0,1,0.012,0,6.596,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-359302,steered_neg,427,512,0.9271,1,0.0094,0,2.919,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-610726,steered_neg,106,129,0.9712,1,0.0192,0,3.998,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-519816,steered_neg,403,481,0.9551,1,0.0075,0,2.821,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-565963,steered_neg,74,91,1.0,1,0.0139,0,6.35,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-559862,steered_neg,64,108,1.0,1,0.0161,0,15.225,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-371868,steered_neg,68,87,1.0,1,0.0152,0,7.434,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-434633,steered_neg,6,7,1.0,1,0.25,0,107.268,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-160362,steered_neg,90,107,1.0,1,0.0114,0,5.041,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-387918,steered_neg,159,185,0.9873,1,0.0127,0,3.809,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-306662,steered_neg,206,244,0.9755,1,0.0098,0,4.732,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-96199,steered_neg,303,426,0.9834,1,0.01,0,3.465,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-114786,steered_neg,423,512,0.9525,1,0.0119,0,2.816,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-613959,steered_neg,68,82,0.9848,1,0.0303,0,8.414,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-598529,steered_neg,214,263,0.9858,1,0.0142,0,4.571,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-498994,steered_neg,112,123,0.9636,1,0.0182,0,5.768,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-328370,steered_neg,106,139,0.9231,1,0.0288,0,4.994,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-249766,steered_neg,201,234,0.9698,1,0.0101,0,3.658,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-203626,steered_neg,43,53,1.0,1,0.0244,0,20.432,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-176059,steered_neg,66,87,1.0,1,0.0156,0,8.566,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-519176,steered_neg,282,335,0.9893,1,0.0071,0,2.993,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-30179,steered_neg,324,429,0.9379,1,0.0093,0,2.882,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-19539,steered_neg,425,512,0.9527,1,0.0071,0,3.043,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-175920,steered_neg,335,400,0.8649,1,0.027,0,3.631,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-53947,steered_neg,121,146,0.9916,1,0.0168,0,8.31,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-594939,steered_neg,111,137,0.9633,1,0.0183,0,5.393,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-245958,steered_neg,344,414,0.9795,1,0.0058,0,3.108,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-265924,steered_neg,337,512,0.9164,1,0.0239,0,1.923,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-205406,steered_neg,150,213,0.8919,1,0.0405,0,3.393,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-273875,steered_neg,57,77,1.0,1,0.0182,0,7.492,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-48996,steered_neg,45,55,1.0,1,0.0233,0,11.207,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-302662,steered_neg,232,278,0.987,1,0.0087,0,5.993,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-486783,steered_neg,59,71,1.0,1,0.0175,0,11.446,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-471632,steered_neg,442,512,0.9682,1,0.0091,0,3.066,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-409224,steered_neg,82,100,1.0,1,0.0125,0,5.886,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-61943,steered_neg,129,165,1.0,1,0.0079,0,5.896,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-76239,steered_neg,118,143,0.9741,1,0.0259,0,7.105,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-518174,steered_neg,257,337,0.9882,1,0.0078,0,4.138,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-134785,steered_neg,217,258,0.8977,1,0.0186,0,4.256,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-57904,steered_neg,75,111,0.9452,1,0.0274,0,4.639,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-417246,steered_neg,319,512,0.9968,1,0.0063,0,2.082,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-220242,steered_neg,91,120,1.0,1,0.0112,0,5.553,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-478381,steered_neg,65,83,1.0,1,0.0159,0,12.633,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-513365,steered_neg,81,101,1.0,1,0.0127,0,3.172,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-157326,steered_neg,164,212,0.9938,1,0.0123,0,3.664,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-458503,steered_neg,196,233,0.9485,1,0.0155,0,4.324,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-378853,steered_neg,76,94,0.9865,1,0.027,0,11.755,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-10693,steered_neg,46,58,1.0,1,0.0227,0,15.039,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-195853,steered_neg,88,108,0.9535,1,0.0349,0,7.068,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-303525,steered_neg,34,41,1.0,1,0.0312,0,17.562,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-148396,steered_neg,432,512,0.9791,1,0.0047,0,2.604,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-433897,steered_neg,402,512,0.9925,1,0.005,0,2.567,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-292353,steered_neg,89,102,1.0,1,0.0115,0,5.559,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-124301,steered_neg,91,119,1.0,1,0.0112,0,7.646,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-574314,steered_neg,440,512,0.9795,1,0.0046,0,2.596,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-612923,steered_neg,56,72,1.0,1,0.0185,0,8.866,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-155128,steered_neg,133,191,1.0,1,0.0076,0,3.867,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-28299,steered_neg,79,94,0.8961,1,0.026,0,7.977,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-75580,steered_neg,212,336,0.9857,1,0.0095,0,2.772,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-295825,steered_neg,214,315,0.9906,1,0.0094,0,4.731,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-62227,steered_neg,101,128,1.0,1,0.0101,0,4.868,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-374359,steered_neg,60,71,0.9655,1,0.0345,0,11.655,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-161255,steered_neg,148,181,1.0,1,0.0068,0,6.13,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-396757,steered_neg,141,200,0.9928,1,0.0144,0,7.0,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-199979,steered_neg,153,190,1.0,1,0.0066,0,3.901,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-583606,steered_neg,436,512,0.97,1,0.0046,0,3.325,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-579325,steered_neg,76,98,0.9459,1,0.027,0,6.432,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-169935,steered_neg,64,81,1.0,1,0.0161,0,7.212,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-354662,steered_neg,82,92,1.0,1,0.0125,0,4.673,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-413527,steered_neg,66,89,1.0,1,0.0156,0,9.707,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-291217,steered_neg,44,55,1.0,1,0.0238,0,12.384,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-429961,steered_neg,371,512,0.9756,1,0.0108,0,2.848,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-314991,steered_neg,404,491,0.9851,1,0.005,0,3.357,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-314368,steered_neg,280,426,0.9928,1,0.0108,0,3.367,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-560109,steered_neg,72,91,1.0,1,0.0143,0,5.311,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-515381,steered_neg,72,86,1.0,1,0.0143,0,4.949,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-543212,steered_neg,370,512,0.9728,1,0.0082,0,2.71,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-253224,steered_neg,373,460,0.9919,1,0.0054,0,3.886,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-286724,steered_neg,73,96,1.0,1,0.0141,0,6.053,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-560892,steered_neg,207,316,1.0,1,0.0049,0,7.026,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-395138,steered_neg,389,512,0.9871,1,0.0052,0,3.228,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-382202,steered_neg,76,101,0.9865,1,0.027,0,6.413,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-368369,steered_neg,427,512,0.9553,1,0.0071,0,3.398,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-460538,steered_neg,108,150,1.0,1,0.0094,0,8.033,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-13380,steered_neg,339,512,0.9525,1,0.0148,0,2.076,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-525105,steered_neg,392,451,0.9333,1,0.0103,0,3.01,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-225027,steered_neg,51,62,1.0,1,0.0204,0,6.347,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-198663,steered_neg,104,121,1.0,1,0.0098,0,6.748,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-82509,steered_neg,118,146,0.9828,1,0.0259,0,3.606,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-133858,steered_neg,87,108,0.9765,1,0.0235,0,8.309,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-570841,steered_neg,271,345,0.9294,1,0.0074,0,3.348,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-298790,steered_neg,75,93,1.0,1,0.0137,0,10.656,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-104567,steered_neg,60,70,0.9828,1,0.0345,0,19.101,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-375196,steered_neg,230,298,1.0,1,0.0044,0,10.598,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-49509,steered_neg,55,67,1.0,1,0.0189,0,6.669,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-480919,steered_neg,304,368,0.9669,1,0.0066,0,3.092,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-364784,steered_neg,113,139,0.991,1,0.018,0,8.153,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-404062,steered_neg,189,260,0.9947,1,0.0107,0,3.198,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-36734,steered_neg,389,512,0.9535,1,0.0078,0,2.859,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-51660,steered_neg,410,512,0.9755,1,0.0074,0,2.784,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-611680,steered_neg,55,77,1.0,1,0.0189,0,13.38,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-133847,steered_neg,68,85,0.9848,1,0.0303,0,11.809,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-132182,steered_neg,32,39,1.0,1,0.0333,0,8.014,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-443402,steered_neg,383,456,0.9921,1,0.0079,0,3.524,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-283916,steered_neg,453,512,0.9778,1,0.0067,0,2.954,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-597900,steered_neg,323,383,0.9128,1,0.0125,0,4.965,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-301402,steered_neg,86,110,0.9643,1,0.0238,0,6.296,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-289722,steered_neg,69,79,1.0,1,0.0149,0,4.673,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-601385,steered_neg,210,250,0.9808,1,0.0096,0,3.483,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-608450,steered_neg,379,461,0.9761,1,0.008,0,3.472,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-614224,steered_neg,62,81,1.0,1,0.0167,0,10.614,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-193885,steered_neg,221,328,0.895,1,0.0183,0,4.357,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-523662,steered_neg,37,45,1.0,1,0.0286,0,9.349,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-198788,steered_neg,111,124,1.0,1,0.0092,0,4.41,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-24672,steered_neg,60,75,0.9655,1,0.0345,0,8.355,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-354968,steered_neg,69,79,1.0,1,0.0149,0,4.22,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-426506,steered_neg,58,81,1.0,1,0.0179,0,7.722,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-548473,steered_neg,112,148,0.9818,1,0.0182,0,13.474,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-489503,steered_pos,85,127,1.0,1,0.012,0,6.132,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-518707,steered_pos,77,96,1.0,1,0.0133,0,8.466,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-435000,steered_pos,62,72,1.0,1,0.0167,0,12.81,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-390672,steered_pos,85,116,1.0,1,0.012,0,10.039,0,0,0,0,0,0,1
